species_id,name,national_dex,sprite_index,image,confidence,note
goodra,Goodra,706,759,assets/pokemon-green/pokemon/0759/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
goodrahisui,Goodra-Hisui,706,759,assets/pokemon-green/pokemon/0759/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
klefki,Klefki,707,760,assets/pokemon-green/pokemon/0760/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
phantump,Phantump,708,761,assets/pokemon-green/pokemon/0761/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
trevenant,Trevenant,709,762,assets/pokemon-green/pokemon/0762/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pumpkaboo,Pumpkaboo,710,763,assets/pokemon-green/pokemon/0763/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pumpkaboolarge,Pumpkaboo-Large,710,763,assets/pokemon-green/pokemon/0763/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
pumpkaboosmall,Pumpkaboo-Small,710,763,assets/pokemon-green/pokemon/0763/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
pumpkaboosuper,Pumpkaboo-Super,710,763,assets/pokemon-green/pokemon/0763/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
gourgeist,Gourgeist,711,764,assets/pokemon-green/pokemon/0764/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gourgeistlarge,Gourgeist-Large,711,764,assets/pokemon-green/pokemon/0764/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
gourgeistsmall,Gourgeist-Small,711,764,assets/pokemon-green/pokemon/0764/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
gourgeistsuper,Gourgeist-Super,711,764,assets/pokemon-green/pokemon/0764/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
bergmite,Bergmite,712,765,assets/pokemon-green/pokemon/0765/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
avalugg,Avalugg,713,766,assets/pokemon-green/pokemon/0766/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
avalugghisui,Avalugg-Hisui,713,766,assets/pokemon-green/pokemon/0766/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
noibat,Noibat,714,767,assets/pokemon-green/pokemon/0767/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
noivern,Noivern,715,768,assets/pokemon-green/pokemon/0768/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
xerneas,Xerneas,716,769,assets/pokemon-green/pokemon/0769/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
xerneasneutral,Xerneas-Neutral,716,769,assets/pokemon-green/pokemon/0769/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
yveltal,Yveltal,717,770,assets/pokemon-green/pokemon/0770/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zygarde,Zygarde,718,771,assets/pokemon-green/pokemon/0771/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zygarde10,Zygarde-10%,718,771,assets/pokemon-green/pokemon/0771/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
zygardecomplete,Zygarde-Complete,718,771,assets/pokemon-green/pokemon/0771/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
zygardemega,Zygarde-Mega,718,771,assets/pokemon-green/pokemon/0771/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
diancie,Diancie,719,772,assets/pokemon-green/pokemon/0772/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dianciemega,Diancie-Mega,719,772,assets/pokemon-green/pokemon/0772/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
hoopa,Hoopa,720,773,assets/pokemon-green/pokemon/0773/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hoopaunbound,Hoopa-Unbound,720,773,assets/pokemon-green/pokemon/0773/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
volcanion,Volcanion,721,774,assets/pokemon-green/pokemon/0774/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
rowlet,Rowlet,722,775,assets/pokemon-green/pokemon/0775/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dartrix,Dartrix,723,776,assets/pokemon-green/pokemon/0776/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
decidueye,Decidueye,724,777,assets/pokemon-green/pokemon/0777/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
decidueyehisui,Decidueye-Hisui,724,777,assets/pokemon-green/pokemon/0777/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
litten,Litten,725,778,assets/pokemon-green/pokemon/0778/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
torracat,Torracat,726,779,assets/pokemon-green/pokemon/0779/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
incineroar,Incineroar,727,780,assets/pokemon-green/pokemon/0780/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
popplio,Popplio,728,781,assets/pokemon-green/pokemon/0781/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
brionne,Brionne,729,782,assets/pokemon-green/pokemon/0782/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
primarina,Primarina,730,783,assets/pokemon-green/pokemon/0783/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pikipek,Pikipek,731,784,assets/pokemon-green/pokemon/0784/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
trumbeak,Trumbeak,732,785,assets/pokemon-green/pokemon/0785/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
toucannon,Toucannon,733,786,assets/pokemon-green/pokemon/0786/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
yungoos,Yungoos,734,787,assets/pokemon-green/pokemon/0787/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gumshoos,Gumshoos,735,788,assets/pokemon-green/pokemon/0788/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gumshoostotem,Gumshoos-Totem,735,788,assets/pokemon-green/pokemon/0788/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
grubbin,Grubbin,736,789,assets/pokemon-green/pokemon/0789/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
charjabug,Charjabug,737,790,assets/pokemon-green/pokemon/0790/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vikavolt,Vikavolt,738,791,assets/pokemon-green/pokemon/0791/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vikavolttotem,Vikavolt-Totem,738,791,assets/pokemon-green/pokemon/0791/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
crabrawler,Crabrawler,739,792,assets/pokemon-green/pokemon/0792/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
crabominable,Crabominable,740,793,assets/pokemon-green/pokemon/0793/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
crabominablemega,Crabominable-Mega,740,793,assets/pokemon-green/pokemon/0793/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
oricorio,Oricorio,741,794,assets/pokemon-green/pokemon/0794/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
oricoriopau,Oricorio-Pa'u,741,794,assets/pokemon-green/pokemon/0794/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
oricoriopompom,Oricorio-Pom-Pom,741,794,assets/pokemon-green/pokemon/0794/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
oricoriosensu,Oricorio-Sensu,741,794,assets/pokemon-green/pokemon/0794/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
cutiefly,Cutiefly,742,795,assets/pokemon-green/pokemon/0795/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ribombee,Ribombee,743,796,assets/pokemon-green/pokemon/0796/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ribombeetotem,Ribombee-Totem,743,796,assets/pokemon-green/pokemon/0796/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
rockruff,Rockruff,744,797,assets/pokemon-green/pokemon/0797/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
rockruffdusk,Rockruff-Dusk,744,797,assets/pokemon-green/pokemon/0797/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
lycanroc,Lycanroc,745,798,assets/pokemon-green/pokemon/0798/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lycanrocdusk,Lycanroc-Dusk,745,798,assets/pokemon-green/pokemon/0798/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
lycanrocmidnight,Lycanroc-Midnight,745,798,assets/pokemon-green/pokemon/0798/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
wishiwashi,Wishiwashi,746,799,assets/pokemon-green/pokemon/0799/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wishiwashischool,Wishiwashi-School,746,799,assets/pokemon-green/pokemon/0799/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mareanie,Mareanie,747,800,assets/pokemon-green/pokemon/0800/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
toxapex,Toxapex,748,801,assets/pokemon-green/pokemon/0801/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mudbray,Mudbray,749,802,assets/pokemon-green/pokemon/0802/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mudsdale,Mudsdale,750,803,assets/pokemon-green/pokemon/0803/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dewpider,Dewpider,751,804,assets/pokemon-green/pokemon/0804/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
araquanid,Araquanid,752,805,assets/pokemon-green/pokemon/0805/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
araquanidtotem,Araquanid-Totem,752,805,assets/pokemon-green/pokemon/0805/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
fomantis,Fomantis,753,806,assets/pokemon-green/pokemon/0806/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lurantis,Lurantis,754,807,assets/pokemon-green/pokemon/0807/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lurantistotem,Lurantis-Totem,754,807,assets/pokemon-green/pokemon/0807/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
morelull,Morelull,755,808,assets/pokemon-green/pokemon/0808/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shiinotic,Shiinotic,756,809,assets/pokemon-green/pokemon/0809/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
salandit,Salandit,757,810,assets/pokemon-green/pokemon/0810/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
salazzle,Salazzle,758,811,assets/pokemon-green/pokemon/0811/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
salazzletotem,Salazzle-Totem,758,811,assets/pokemon-green/pokemon/0811/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
stufful,Stufful,759,812,assets/pokemon-green/pokemon/0812/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bewear,Bewear,760,813,assets/pokemon-green/pokemon/0813/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bounsweet,Bounsweet,761,814,assets/pokemon-green/pokemon/0814/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
steenee,Steenee,762,815,assets/pokemon-green/pokemon/0815/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tsareena,Tsareena,763,816,assets/pokemon-green/pokemon/0816/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
comfey,Comfey,764,817,assets/pokemon-green/pokemon/0817/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
oranguru,Oranguru,765,818,assets/pokemon-green/pokemon/0818/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
passimian,Passimian,766,819,assets/pokemon-green/pokemon/0819/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wimpod,Wimpod,767,820,assets/pokemon-green/pokemon/0820/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
golisopod,Golisopod,768,821,assets/pokemon-green/pokemon/0821/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
golisopodmega,Golisopod-Mega,768,821,assets/pokemon-green/pokemon/0821/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
sandygast,Sandygast,769,822,assets/pokemon-green/pokemon/0822/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
palossand,Palossand,770,823,assets/pokemon-green/pokemon/0823/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pyukumuku,Pyukumuku,771,824,assets/pokemon-green/pokemon/0824/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
typenull,Type: Null,772,825,assets/pokemon-green/pokemon/0825/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
silvally,Silvally,773,826,assets/pokemon-green/pokemon/0826/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
silvallybug,Silvally-Bug,773,826,assets/pokemon-green/pokemon/0826/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
silvallydark,Silvally-Dark,773,826,assets/pokemon-green/pokemon/0826/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
silvallydragon,Silvally-Dragon,773,826,assets/pokemon-green/pokemon/0826/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
silvallyelectric,Silvally-Electric,773,826,assets/pokemon-green/pokemon/0826/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
silvallyfairy,Silvally-Fairy,773,826,assets/pokemon-green/pokemon/0826/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
